Co. Corp TKR,Total,Utilities,Supranationals,Government Development Banks,Transportation & Logistics,Power Generation,Automobiles Manufacturing,Chemicals,Metals & Mining,Exploration & Production,Pipeline,Integrated Oils,Airlines,Coal Operations,Oil & Gas Services & Equipment,Renewable Energy,Refining & Marketing,Winding Up Agencies,Government Agencies,Government Regional,Sovereigns,Government Local
NGL,1796925000,1796925000,,,,,,,,,0,,,,,,,,,,,
NGGLN,27055479749,27055479749,,,,,,,,,,,,,,,,,,,,
NGEODD,277008000,,,,,,,,,,,,,,,,,,,,277008000,
NGDCN,800000000,,,,,,,,800000000,,,,,,,,,,,,,
NGCTT,400000000,400000000,,,,,,,,,,,,,,,,,,,,
NGBOTM,47845500,47845500,,,,,,,,,,,,,,,,,,,,
NFX,2450000000,,,,,,,,,2450000000,,,,,,,,,,,,
NFICN,0,,,,0,,,,,,,,,,,,,,,,,
NFG,2099000000,2099000000,,,,,,,,,,,,,,,,,,,,
NEXSCI,14783940,,,,,,,,14783940,,,,,,,,,,,,,
NEXEOS,0,,,,,,,0,,,,,,,,,,,,,,
NEXA,700000000,,,,,,,,700000000,,,,,,,,,,,,,
NEU,600000000,,,,,,,600000000,,,,,,,,,,,,,,
NETLOJ,26339400,,,,26339400,,,,,,,,,,,,,,,,,
NETGAS,908202900,908202900,,,,,,,,,,,,,,,,,,,,
NETFIN,274570000,274570000,,,,,,,,,,,,,,,,,,,,
NESVFH,1127047984,,,,,,,,,,,,,,,,1127047984,,,,,
NESC,0,,,,,,,,,,,,,,0,,,,,,,
NERGEN,475000000,,,,,,,,,,,,,,,475000000,,,,,,
NEPTNO,157539000,,,,157539000,,,,,,,,,,,,,,,,,
NEP,1400000000,1100000000,,,,300000000,,,,,,,,,,,,,,,,
NEOSOL,120000000,,,,,,,,,,,,,,,120000000,,,,,,
NEM,4092105000,,,,,,,,4092105000,,,,,,,,,,,,,
NELJAE,61349500,,,,,,,,,,,,,,,61349500,,,,,,
NEISNI,62378400,,,,,,,,62378400,,,,,,,,,,,,,
NEGANV,3128824500,3128824500,,,,,,,,,,,,,,,,,,,,
NEFTAL,9647990,,,,,,,,,,,9647990,,,,,,,,,,
NEECN,5773071,,,,,,,,5773071,,,,,,,,,,,,,
NEE,16692751000,16214151000,,,,,,,,,478600000,,,,,,,,,,,
NEDWBK,66566506678,,,66566506678,,,,,,,,,,,,,,,,,,
NE,3292467000,,,,,,,,,,,,,,3292467000,,,,,,,
NDREGL,51149600,,,,51149600,,,,,,,,,,,,,,,,,
NDEVBB,477486000,,477486000,,,,,,,,,,,,,,,,,,,
NCX,3100000000,,,,,,,3100000000,,,,,,,,,,,,,,
NCMAU,2000000000,,,,,,,,2000000000,,,,,,,,,,,,,
NCLSP,208299300,,,,208299300,,,,,,,,,,,,,,,,,
NCIAU,750000000,,,,,,,,750000000,,,,,,,,,,,,,
NCDCIN,85770300,,,,,,,,,,,,,,,,,,85770300,,,
NBTEBZ,61385729,61385729,,,,,,,,,,,,,,,,,,,,
NBR,3730215000,,,,,,,,,,,,,,3730215000,,,,,,,
NBPDIN,45806019,45806019,,,,,,,,,,,,,,,,,,,,
NBLSOV,368421000,,,,,,,,,,,,,,,,368421000,,,,,
NBL,6271402000,,,,,,,,,6271402000,,,,,,,,,,,,
NBKAYA,5219370,5219370,,,,,,,,,,,,,,,,,,,,
NBHZHB,79581000,,,,79581000,,,,,,,,,,,,,,,,,
NBELEC,159162000,,,,,159162000,,,,,,,,,,,,,,,,
NBCOMM,605397000,,,,605397000,,,,,,,,,,,,,,,,,
NBBRAW,95497200,95497200,,,,,,,,,,,,,,,,,,,,
NAWATR,7832616,7832616,,,,,,,,,,,,,,,,,,,,
NAVVEN,0,,,,0,,,,,,,,,,,,,,,,,
NAVISA,2005,,,,2005,,,,,,,,,,,,,,,,,
NAVCIN,2135680470,,,,,,,,,,,,2135680470,,,,,,,,,
NAVCAN,1275938850,,,,1275938850,,,,,,,,,,,,,,,,,
NAVBUC,206052480,,,,,,,,,,206052480,,,,,,,,,,,
NAV,1710500000,,,,1710500000,,,,,,,,,,,,,,,,,
NAURNO,662467136,,,,,,,,662467136,,,,,,,,,,,,,
NATUEN,1595087000,1595087000,,,,,,,,,,,,,,,,,,,,
NASNO,951587750,,,,,,,,,,,,951587750,,,,,,,,,
NANYA,1912558960,,,,,,,1912558960,,,,,,,,,,,,,,
NANTDR,1315338800,1315338800,,,,,,,,,,,,,,,,,,,,
NANSHD,63761700,,,,63761700,,,,,,,,,,,,,,,,,
NANSHA,477970500,,,,,,,,477970500,,,,,,,,,,,,,
NANPOR,39871250,,,,39871250,,,,,,,,,,,,,,,,,
NANOKS,0,,,,,,,0,,,,,,,,,,,,,,
NANDEV,159485000,159485000,,,,,,,,,,,,,,,,,,,,
NAMPOW,62494275,62494275,,,,,,,,,,,,,,,,,,,,
NAHCON,5678664,,,,5678664,,,,,,,,,,,,,,,,,
NAGASE,182882200,,,,,,,182882200,,,,,,,,,,,,,,
NADLNO,791811000,,,,,,,,,,,,,,791811000,,,,,,,
NADB,1481445430,,1481445430,,,,,,,,,,,,,,,,,,,
NACF,9466908640,,,9466908640,,,,,,,,,,,,,,,,,,
NAAVIA,318970000,,,,,,,,,,,,318970000,,,,,,,,,
MYLAPR,8845000,,,,,,,8845000,,,,,,,,,,,,,,
MXPLN,0,,,,,,,,,0,,,,,,,,,,,,
MXCN,1200000000,,,,,,,1200000000,,,,,,,,,,,,,,
MXCHF,3143784900,,,,,,,3143784900,,,,,,,,,,,,,,
MWIKAN,53941774,53941774,,,,,,,,,,,,,,,,,,,,
MWE,63626000,,,,,,,,,,63626000,,,,,,,,,,,
MVK,0,,,,,,,,,,,,,,0,,,,,,,
MVCBBR,8151210,,,,,,,8151210,,,,,,,,,,,,,,
MUTTBZ,0,,,,0,,,,,,,,,,,,,,,,,
MUSTEQ,10217120,,,,,10217120,,,,,,,,,,,,,,,,
MUSA,800000000,,,,,,,,,,,,,,,,800000000,,,,,
MURREN,1057445000,,,,,,,,,,,,,1057445000,,,,,,,,
MUR,2800000000,,,,,,,,,2800000000,,,,,,,,,,,,
MTX,0,,,,,,,0,,,,,,,,,,,,,,
MTVD,2000000000,,,,,,,,,,,,,,,,2000000000,,,,,
MTTMSA,10415766,,,,10415766,,,,,,,,,,,,,,,,,
MTOR,822663000,,,,822663000,,,,,,,,,,,,,,,,,
MTNA,9555271136,,,,,,,,9555271136,,,,,,,,,,,,,
MTLQQ,2206887388,,,,,,2206887388,,,,,,,,,,,,,,,
MTLCN,33304029,,,,,,,,,,,,,,33304029,,,,,,,
MTDR,575000000,,,,,,,,,575000000,,,,,,,,,,,,
MTDMAN,223517450,,,,223517450,,,,,,,,,,,,,,,,,
MSRSRM,751707200,751707200,,,,,,,,,,,,,,,,,,,,
MSPPIN,74074350,74074350,,,,,,,,,,,,,,,,,,,,
MSHENS,9775000,,,,9775000,,,,,,,,,,,,,,,,,
MSHELS,10375600,,,,10375600,,,,,,,,,,,,,,,,,
MRVNAF,107053753,107053753,,,,,,,,,,,,,,,,,,,,
MRTSP,378726000,,,,378726000,,,,,,,,,,,,,,,,,
MRO,5536978000,,,,,,,,,5300000000,,236978000,,,,,,,,,,
MRLNIN,39391900,,,,39391900,,,,,,,,,,,,,,,,,
MRKYRM,87709000,87709000,,,,,,,,,,,,,,,,,,,,
MRKURM,114826140,114826140,,,,,,,,,,,,,,,,,,,,
MRKKRM,23487165,23487165,,,,,,,,,,,,,,,,,,,,
MRKHRU,261688000,261688000,,,,,,,,,,,,,,,,,,,,
MRHYGR,12269900,,,,,12269900,,,,,,,,,,,,,,,,
MRDGF,1779135500,1779135500,,,,,,,,,,,,,,,,,,,,
MRD,590000,,,,,,,,,590000,,,,,,,,,,,,
MRCMK,266666832,,,,266666832,,,,,,,,,,,,,,,,,
MRANOL,5358815,,,,,,,5358815,,,,,,,,,,,,,,
MPVDCN,330000000,,,,,,,,330000000,,,,,,,,,,,,,
MPO,0,,,,,,,,,0,,,,,,,,,,,,
MPMXIJ,0,,,,,,0,,,,,,,,,,,,,,,
MPMSP,37872600,,,,37872600,,,,,,,,,,,,,,,,,
MPLX,6786281000,,,,,,,,,,6786281000,,,,,,,,,,,
MPIPM,426872458,426872458,,,,,,,,,,,,,,,,,,,,
MPCCME,200000000,,,,200000000,,,,,,,,,,,,,,,,,
MPC,5699995000,,,,,,,,,,,,,,,,5699995000,,,,,
MOYLE,87263491,87263491,,,,,,,,,,,,,,,,,,,,
MOTOIN,208110000,,,,208110000,,,,,,,,,,,,,,,,,
MOS,4236100000,,,,,,,4236100000,,,,,,,,,,,,,,
MORTRA,3405000,,,,3405000,,,,,,,,,,,,,,,,,
MORTI,56400000,,,,56400000,,,,,,,,,,,,,,,,,
MORRBZ,31331175,,,,,,,,,,,,,,,31331175,,,,,,
MORINT,22569000,,,,,,,22569000,,,,,,,,,,,,,,
MONMIN,607466000,,,,,,,,,,,,,607466000,,,,,,,,
MONENE,443448298,,,,,,,,443448298,,,,,,,,,,,,,
MONBAE,4631560,,,,,,,,4631560,,,,,,,,,,,,,
MON,7014490000,,,,,,,7014490000,,,,,,,,,,,,,,
MOMENT,1301577000,,,,,,,1301577000,,,,,,,,,,,,,,
MOLYME,108344628,,,,,,,,108344628,,,,,,,,,,,,,
MOLHB,1420242500,,,,,,,,,,,1420242500,,,,,,,,,,
MOBYIT,368097000,,,,368097000,,,,,,,,,,,,,,,,,
MOALSK,76630364,,,,,,,,,,,,,,76630364,,,,,,,
MNINIT,0,,,,,,,,0,,,,,,,,,,,,,
MNCS,2334994,,,,2334994,,,,,,,,,,,,,,,,,
MMP,4550000000,,,,,,,,,,4550000000,,,,,,,,,,,
MMM,13455569000,,,,,,,13455569000,,,,,,,,,,,,,,
MMLP,373800000,,,,,,,,,,373800000,,,,,,,,,,,
MMIN,230020350,,,,,,230020350,,,,,,,,,,,,,,,
MMHFIN,18404850,,,,,,,,,,,,,,18404850,,,,,,,
MMCMK,4720653757,459770400,,,467433240,3742364517,,,,,51085600,,,,,,,,,,,
MMANIT,106277290,,,,106277290,,,,,,,,,,,,,,,,,
MMAIR,20000000,,,,,,,,,,,,20000000,,,,,,,,,
MLSEQF,300000000,,,,,,,,,300000000,,,,,,,,,,,,
MLOGBZ,28677776,,,,28677776,,,,,,,,,,,,,,,,,
MLNVBZ,59843374,,,,59843374,,,,,,,,,,,,,,,,,
MLNK,72125000,,,,72125000,,,,,,,,,,,,,,,,,
MKPLOD,17673763,,,,17673763,,,,,,,,,,,,,,,,,
MITWAR,365397200,,,,365397200,,,,,,,,,,,,,,,,,
MITTOA,411301350,,,,,,,411301350,,,,,,,,,,,,,,
MITSWT,393013130,,,,393013130,,,,,,,,,,,,,,,,,
MITSOL,1227687556,,,,1227687556,,,,,,,,,,,,,,,,,
MITSMI,547912200,,,,,,,,547912200,,,,,,,,,,,,,
MITSES,456471100,,,,456471100,,,,,,,,,,,,,,,,,
MITSCO,1603029900,,,,,,,,1603029900,,,,,,,,,,,,,
MITMAT,685257450,,,,,,,,685257450,,,,,,,,,,,,,
MITGAS,91257500,,,,,,,91257500,,,,,,,,,,,,,,
MITCHM,4064538950,,,,,,,4064538950,,,,,,,,,,,,,,
MISPWR,139832175,139832175,,,,,,,,,,,,,,,,,,,,
MISPIN,86355098,,,,,,,,86355098,,,,,,,,,,,,,
MIRAIL,2.38197E+11,,,,2.38197E+11,,,,,,,,,,,,,,,,,
MIR,0,,,,,0,,,,,,,,,,,,,,,,
MIOAU,150000000,,,,150000000,,,,,,,,,,,,,,,,,
MINSUR,450000000,,,,,,,,450000000,,,,,,,,,,,,,
MINMET,7587584276,,,,,,,,7587584276,,,,,,,,,,,,,
MINICE,146751808,,,,,146751808,,,,,,,,,,,,,,,,
MINI,250000000,,,,250000000,,,,,,,,,,,,,,,,,
MINCAP,2100000000,,,,,2100000000,,,,,,,,,,,,,,,,
MINASG,1270000000,,,,,,,,,,,,,,,,,,,1270000000,,
MILSRV,0,,,,,,,,,,,,,,0,,,,,,,
MILPOC,343000000,,,,,,,,343000000,,,,,,,,,,,,,
MIJTEC,1852624,,,,,,,,,,,,,1852624,,,,,,,,
MIEHOL,315916000,,,,,,,,,315916000,,,,,,,,,,,,
MIDGEN,0,,,,,0,,,,,,,,,,,,,,,,
MIDCOG,534390000,,,,,534390000,,,,,,,,,,,,,,,,
MIDAM,0,0,,,,,,,,,,,,,,,,,,,,
MIC,852500000,100000000,,,752500000,,,,,,,,,,,,,,,,,
MHRC,0,,,,,,,,,0,,,,,,,,,,,,
MGFIN,245398000,,,,,,,245398000,,,,,,,,,,,,,,
MGEE,322283300,322283300,,,,,,,,,,,,,,,,,,,,
MFRVF,268171500,,,,,,,,268171500,,,,,,,,,,,,,
MEXMK,102171200,,,,102171200,,,,,,,,,,,,,,,,,
MEXCAT,6000000000,,,,6000000000,,,,,,,,,,,,,,,,,
METROG,323869471,323869471,,,,,,,,,,,,,,,,,,,,
METINV,1187120000,,,,,,,,1187120000,,,,,,,,,,,,,
METINR,2268629000,,,,,,,,2268629000,,,,,,,,,,,,,
METGAS,9449,9449,,,,,,,,,,,,,,,,,,,,
METALG,204998127,,,,,,,,204998127,,,,,,,,,,,,,
MESA,8700000,,,,,,,,,,,,8700000,,,,,,,,,
MERWND,9815920,,,,,,,,,,,,,,,9815920,,,,,,
MERSIN,450000000,,,,450000000,,,,,,,,,,,,,,,,,
MERPM,456753050,,,,,456753050,,,,,,,,,,,,,,,,
MERINZ,290835000,,,,,290835000,,,,,,,,,,,,,,,,
MERIDI,57055035,,,,,,,,,,,,,,,57055035,,,,,,
MERENE,34702800,34702800,,,,,,,,,,,,,,,,,,,,
MEP,400000000,,,,,,,,,,400000000,,,,,,,,,,,
MENOBZ,0,,,,0,,,,,,,,,,,,,,,,,
MEMRES,0,,,,,,,,,0,,,,,,,,,,,,
MEMP,646287000,,,,,,,,,646287000,,,,,,,,,,,,
MEMATU,0,,,,,,,,,,,,,,,,,,0,,,
MELANC,295911212,,,,,295911212,,,,,,,,,,,,,,,,
MELAIR,1917900000,,,,1917900000,,,,,,,,,,,,,,,,,
MEIPOW,350000000,350000000,,,,,,,,,,,,,,,,,,,,
MEILAN,1937126800,,,,1937126800,,,,,,,,,,,,,,,,,
MEIJSH,6400877,,,,6400877,,,,,,,,,,,,,,,,,
MEIIN,115774310,,,,,,,,,,,,,,,115774310,,,,,,
MEIFRE,210884800,,,,,210884800,,,,,,,,,,,,,,,,
MEI,16945342,,,,,,,,,16945342,,,,,,,,,,,,
MEGCN,2550000000,,,,,,,,,2550000000,,,,,,,,,,,,
MEDCIJ,957324188,,,,,,,,,957324188,,,,,,,,,,,,
MEC,0,0,,,,,,,,,,,,,,,,,,,,
MDWYQ,0,,,,,,,,,,,,0,,,,,,,,,
MDU,120000000,120000000,,,,,,,,,,,,,,,,,,,,
MDTOAR,21470030,,,,,,,,,,,,,,21470030,,,,,,,
MDSMV,60660085,,,,,,,,,,,,,,60660085,,,,,,,
MDR,500000000,,,,,,,,,,,,,,500000000,,,,,,,
MDHUAN,633794162,633794162,,,,,,,,,,,,,,,,,,,,
MDASP,60000000,,,,,,,,60000000,,,,,,,,,,,,,
MCYNZ,533776000,,,,,533776000,,,,,,,,,,,,,,,,
MCTMON,25486000,,,,25486000,,,,,,,,,,,,,,,,,
MCTMAT,24530000,,,,24530000,,,,,,,,,,,,,,,,,
MCP,793618000,,,,,,,,793618000,,,,,,,,,,,,,
MCLAUT,766409000,,,,,,766409000,,,,,,,,,,,,,,,
MCEXPP,450000000,,,,,,,,,,450000000,,,,,,,,,,,
MBNAU,138457000,,,,,,,,138457000,,,,,,,,,,,,,
MBCOS,0,,,,,,,,0,,,,,,,,,,,,,
MBBAG,825764270,,,,,,,,,,,,,,,825764270,,,,,,
MAZOON,500000000,500000000,,,,,,,,,,,,,,,,,,,,
MAZDA,457205500,,,,,,457205500,,,,,,,,,,,,,,,
MAYNAV,625000,,,,625000,,,,,,,,,,,,,,,,,
MAXLTD,49627696,,,,,,,,,,,,,,,49627696,,,,,,
MAURIC,7240111,,,,,,,,,,,,,,,,,,,7240111,,
MAUFP,220144705,,,,,,,,,220144705,,,,,,,,,,,,
MATX,49500000,,,,49500000,,,,,,,,,,,,,,,,,
MATRIB,55020600,55020600,,,,,,,,,,,,,,,,,,,,
MATAND,0,,,,,,,,0,,,,,,,,,,,,,
MASRAN,8500000,,,,,,,,,,,,,,,8500000,,,,,,
MASMK,383142000,,,,,,,,,,,,383142000,,,,,,,,,
MASHTU,929072000,,,,,,,,,,,,,,,,,,,929072000,,
MARSHO,37196557,,,,37196557,,,,,,,,,,,,,,,,,
MARCOR,16245000,,,,16245000,,,,,,,,,,,,,,,,,
MARBUR,9295000,,,,,,,,,,,,,,,,,,,9295000,,
MARAFI,666620000,666620000,,,,,,,,,,,,,,,,,,,,
MARABZ,476357000,,,,,,,,,,,,,,,,,,,476357000,,
MAOPOR,143439600,,,,143439600,,,,,,,,,,,,,,,,,
MANSON,339400,,,,339400,,,,,,,,,,,,,,,,,
MANINT,2300000,,,,2300000,,,,,,,,,,,,,,,,,
MANGIS,20241439,20241439,,,,,,,,,,,,,,,,,,,,
MAMOIV,1717786,,,,,,,,,,,,,,,1717786,,,,,,
MAMITR,127329600,,,,127329600,,,,,,,,,,,,,,,,,
MAMANO,260140540,,,,,,,,,,,,,,260140540,,,,,,,
MALINA,69700141,,,,,,,,,,,,,,,69700141,,,,,,
MALAYS,3800000000,,,,,,,,,,,,,,,,,,,,3800000000,
MAINIT,1016245108,,,,,,,1016245108,,,,,,,,,,,,,,
MAILIO,58034260,58034260,,,,,,,,,,,,,,,,,,,,
MAIKEM,71622900,,,,,,,,71622900,,,,,,,,,,,,,
MAHBMK,1111111800,,,,1111111800,,,,,,,,,,,,,,,,,
MAHAA,37732200,,,,,,,,,37732200,,,,,,,,,,,,
MAGTEC,11948230,,,,,,,,11948230,,,,,,,,,,,,,
MAGNTN,425000000,,,,,,,,425000000,,,,,,,,,,,,,
MAGNRM,0,,,,,,,,0,,,,,,,,,,,,,
MAGGKW,64000200,64000200,,,,,,,,,,,,,,,,,,,,
MAGESA,27141716,,,,,27141716,,,,,,,,,,,,,,,,
MAGANG,318970000,,,,,,,,318970000,,,,,,,,,,,,,
MAGAIR,1540014000,,,,1540014000,,,,,,,,,,,,,,,,,
MAEXIM,490796000,,,490796000,,,,,,,,,,,,,,,,,,
MAERSK,7201228800,,,,7201228800,,,,,,,,,,,,,,,,,
MADAME,0,,,,,,,,0,,,,,,,,,,,,,
MACKPW,99554900,99554900,,,,,,,,,,,,,,,,,,,,
MAANSH,1114780000,,,,,,,,1114780000,,,,,,,,,,,,,
LZWATE,111413400,111413400,,,,,,,,,,,,,,,,,,,,
LZHLSH,79581000,,,,,,,,,,,79581000,,,,,,,,,,
LZCHEM,883986,,,,,,,883986,,,,,,,,,,,,,,
LYSHIP,477486000,,,,477486000,,,,,,,,,,,,,,,,,
LYSE,847685115,847685115,,,,,,,,,,,,,,,,,,,,
LYO,0,,,,,,,0,,,,,,,,,,,,,,
LYDMA,144674158,144674158,,,,,,,,,,,,,,,,,,,,
LYCAU,76500000,,,,,,,,76500000,,,,,,,,,,,,,
LYB,8720242500,,,,,,,8720242500,,,,,,,,,,,,,,
LXU,375000000,,,,,,,375000000,,,,,,,,,,,,,,
